_id,beachId,beachName,siteName,collectionDate,eColi,comments,geometry
15328,1,Marie Curtis Park East Beach,31W,2012-08-25,10,None,"{""coordinates"": [[-79.54039, 43.585304]], ""type"": ""MultiPoint""}"
15329,1,Marie Curtis Park East Beach,30W,2012-08-25,20,None,"{""coordinates"": [[-79.540054, 43.58561]], ""type"": ""MultiPoint""}"
15330,2,Sunnyside Beach,19W,2012-08-25,170,None,"{""coordinates"": [[-79.45411, 43.63711]], ""type"": ""MultiPoint""}"
15331,2,Sunnyside Beach,17W,2012-08-25,100,None,"{""coordinates"": [[-79.451, 43.63639]], ""type"": ""MultiPoint""}"
15332,2,Sunnyside Beach,18W,2012-08-25,20,None,"{""coordinates"": [[-79.45267, 43.636612]], ""type"": ""MultiPoint""}"
15333,2,Sunnyside Beach,20W,2012-08-25,10,None,"{""coordinates"": [[-79.45564, 43.637165]], ""type"": ""MultiPoint""}"
15334,2,Sunnyside Beach,21W,2012-08-25,10,<10,"{""coordinates"": [[-79.45753, 43.63711]], ""type"": ""MultiPoint""}"
15335,2,Sunnyside Beach,22W,2012-08-25,70,None,"{""coordinates"": [[-79.46005, 43.636723]], ""type"": ""MultiPoint""}"
15336,2,Sunnyside Beach,23W,2012-08-25,,None,"{""coordinates"": [[-79.461525, 43.63625]], ""type"": ""MultiPoint""}"
15337,1,Marie Curtis Park East Beach,29W,2012-08-24,70,None,"{""coordinates"": [[-79.539696, 43.58592]], ""type"": ""MultiPoint""}"
15338,1,Marie Curtis Park East Beach,33W,2012-08-24,40,None,"{""coordinates"": [[-79.540886, 43.58486]], ""type"": ""MultiPoint""}"
15339,1,Marie Curtis Park East Beach,32W,2012-08-24,20,None,"{""coordinates"": [[-79.54056, 43.58511]], ""type"": ""MultiPoint""}"
15340,1,Marie Curtis Park East Beach,31W,2012-08-24,10,<,"{""coordinates"": [[-79.54039, 43.585304]], ""type"": ""MultiPoint""}"
15341,1,Marie Curtis Park East Beach,30W,2012-08-24,70,None,"{""coordinates"": [[-79.540054, 43.58561]], ""type"": ""MultiPoint""}"
15342,2,Sunnyside Beach,19W,2012-08-24,10,<,"{""coordinates"": [[-79.45411, 43.63711]], ""type"": ""MultiPoint""}"
15343,2,Sunnyside Beach,17W,2012-08-24,10,None,"{""coordinates"": [[-79.451, 43.63639]], ""type"": ""MultiPoint""}"
15344,2,Sunnyside Beach,18W,2012-08-24,10,<,"{""coordinates"": [[-79.45267, 43.636612]], ""type"": ""MultiPoint""}"
15345,2,Sunnyside Beach,20W,2012-08-24,10,None,"{""coordinates"": [[-79.45564, 43.637165]], ""type"": ""MultiPoint""}"
15346,2,Sunnyside Beach,21W,2012-08-24,60,None,"{""coordinates"": [[-79.45753, 43.63711]], ""type"": ""MultiPoint""}"
15347,2,Sunnyside Beach,22W,2012-08-24,10,None,"{""coordinates"": [[-79.46005, 43.636723]], ""type"": ""MultiPoint""}"
15348,2,Sunnyside Beach,23W,2012-08-24,,None,"{""coordinates"": [[-79.461525, 43.63625]], ""type"": ""MultiPoint""}"
15349,1,Marie Curtis Park East Beach,29W,2012-08-23,10,None,"{""coordinates"": [[-79.539696, 43.58592]], ""type"": ""MultiPoint""}"
15350,1,Marie Curtis Park East Beach,33W,2012-08-23,10,None,"{""coordinates"": [[-79.540886, 43.58486]], ""type"": ""MultiPoint""}"
15351,1,Marie Curtis Park East Beach,32W,2012-08-23,440,None,"{""coordinates"": [[-79.54056, 43.58511]], ""type"": ""MultiPoint""}"
15352,1,Marie Curtis Park East Beach,31W,2012-08-23,10,None,"{""coordinates"": [[-79.54039, 43.585304]], ""type"": ""MultiPoint""}"
15353,1,Marie Curtis Park East Beach,30W,2012-08-23,20,None,"{""coordinates"": [[-79.540054, 43.58561]], ""type"": ""MultiPoint""}"
15354,2,Sunnyside Beach,19W,2012-08-23,50,None,"{""coordinates"": [[-79.45411, 43.63711]], ""type"": ""MultiPoint""}"
15355,2,Sunnyside Beach,17W,2012-08-23,60,None,"{""coordinates"": [[-79.451, 43.63639]], ""type"": ""MultiPoint""}"
15356,2,Sunnyside Beach,18W,2012-08-23,40,None,"{""coordinates"": [[-79.45267, 43.636612]], ""type"": ""MultiPoint""}"
15357,2,Sunnyside Beach,20W,2012-08-23,10,None,"{""coordinates"": [[-79.45564, 43.637165]], ""type"": ""MultiPoint""}"
15358,2,Sunnyside Beach,21W,2012-08-23,570,None,"{""coordinates"": [[-79.45753, 43.63711]], ""type"": ""MultiPoint""}"
15359,2,Sunnyside Beach,22W,2012-08-23,110,None,"{""coordinates"": [[-79.46005, 43.636723]], ""type"": ""MultiPoint""}"
15360,2,Sunnyside Beach,23W,2012-08-23,,None,"{""coordinates"": [[-79.461525, 43.63625]], ""type"": ""MultiPoint""}"
15361,1,Marie Curtis Park East Beach,29W,2012-08-22,10,None,"{""coordinates"": [[-79.539696, 43.58592]], ""type"": ""MultiPoint""}"
15362,1,Marie Curtis Park East Beach,33W,2012-08-22,10,<,"{""coordinates"": [[-79.540886, 43.58486]], ""type"": ""MultiPoint""}"
15363,1,Marie Curtis Park East Beach,32W,2012-08-22,10,<,"{""coordinates"": [[-79.54056, 43.58511]], ""type"": ""MultiPoint""}"
15364,1,Marie Curtis Park East Beach,31W,2012-08-22,10,<,"{""coordinates"": [[-79.54039, 43.585304]], ""type"": ""MultiPoint""}"
15365,1,Marie Curtis Park East Beach,30W,2012-08-22,20,None,"{""coordinates"": [[-79.540054, 43.58561]], ""type"": ""MultiPoint""}"
15366,2,Sunnyside Beach,19W,2012-08-22,70,None,"{""coordinates"": [[-79.45411, 43.63711]], ""type"": ""MultiPoint""}"
15367,2,Sunnyside Beach,17W,2012-08-22,50,None,"{""coordinates"": [[-79.451, 43.63639]], ""type"": ""MultiPoint""}"
15368,2,Sunnyside Beach,18W,2012-08-22,50,None,"{""coordinates"": [[-79.45267, 43.636612]], ""type"": ""MultiPoint""}"
15369,2,Sunnyside Beach,20W,2012-08-22,30,None,"{""coordinates"": [[-79.45564, 43.637165]], ""type"": ""MultiPoint""}"
15370,2,Sunnyside Beach,21W,2012-08-22,10,None,"{""coordinates"": [[-79.45753, 43.63711]], ""type"": ""MultiPoint""}"
15371,2,Sunnyside Beach,22W,2012-08-22,160,None,"{""coordinates"": [[-79.46005, 43.636723]], ""type"": ""MultiPoint""}"
15372,2,Sunnyside Beach,23W,2012-08-22,,None,"{""coordinates"": [[-79.461525, 43.63625]], ""type"": ""MultiPoint""}"
15373,1,Marie Curtis Park East Beach,29W,2012-08-21,10,<,"{""coordinates"": [[-79.539696, 43.58592]], ""type"": ""MultiPoint""}"
15374,1,Marie Curtis Park East Beach,33W,2012-08-21,10,<,"{""coordinates"": [[-79.540886, 43.58486]], ""type"": ""MultiPoint""}"
15375,1,Marie Curtis Park East Beach,32W,2012-08-21,10,<,"{""coordinates"": [[-79.54056, 43.58511]], ""type"": ""MultiPoint""}"
15376,1,Marie Curtis Park East Beach,31W,2012-08-21,10,<,"{""coordinates"": [[-79.54039, 43.585304]], ""type"": ""MultiPoint""}"
15377,1,Marie Curtis Park East Beach,30W,2012-08-21,10,<,"{""coordinates"": [[-79.540054, 43.58561]], ""type"": ""MultiPoint""}"
15378,2,Sunnyside Beach,19W,2012-08-21,30,None,"{""coordinates"": [[-79.45411, 43.63711]], ""type"": ""MultiPoint""}"
15379,2,Sunnyside Beach,17W,2012-08-21,80,None,"{""coordinates"": [[-79.451, 43.63639]], ""type"": ""MultiPoint""}"
15380,2,Sunnyside Beach,18W,2012-08-21,40,None,"{""coordinates"": [[-79.45267, 43.636612]], ""type"": ""MultiPoint""}"
15381,2,Sunnyside Beach,20W,2012-08-21,10,<,"{""coordinates"": [[-79.45564, 43.637165]], ""type"": ""MultiPoint""}"
15382,2,Sunnyside Beach,21W,2012-08-21,20,None,"{""coordinates"": [[-79.45753, 43.63711]], ""type"": ""MultiPoint""}"
15383,2,Sunnyside Beach,22W,2012-08-21,10,None,"{""coordinates"": [[-79.46005, 43.636723]], ""type"": ""MultiPoint""}"
15384,2,Sunnyside Beach,23W,2012-08-21,,None,"{""coordinates"": [[-79.461525, 43.63625]], ""type"": ""MultiPoint""}"
15385,1,Marie Curtis Park East Beach,29W,2012-08-20,350,None,"{""coordinates"": [[-79.539696, 43.58592]], ""type"": ""MultiPoint""}"
15386,1,Marie Curtis Park East Beach,33W,2012-08-20,110,None,"{""coordinates"": [[-79.540886, 43.58486]], ""type"": ""MultiPoint""}"
15387,1,Marie Curtis Park East Beach,32W,2012-08-20,160,None,"{""coordinates"": [[-79.54056, 43.58511]], ""type"": ""MultiPoint""}"
15388,1,Marie Curtis Park East Beach,31W,2012-08-20,280,None,"{""coordinates"": [[-79.54039, 43.585304]], ""type"": ""MultiPoint""}"
15389,1,Marie Curtis Park East Beach,30W,2012-08-20,310,None,"{""coordinates"": [[-79.540054, 43.58561]], ""type"": ""MultiPoint""}"
15390,2,Sunnyside Beach,19W,2012-08-20,310,None,"{""coordinates"": [[-79.45411, 43.63711]], ""type"": ""MultiPoint""}"
15391,2,Sunnyside Beach,17W,2012-08-20,70,None,"{""coordinates"": [[-79.451, 43.63639]], ""type"": ""MultiPoint""}"
15392,2,Sunnyside Beach,18W,2012-08-20,10,None,"{""coordinates"": [[-79.45267, 43.636612]], ""type"": ""MultiPoint""}"
15393,2,Sunnyside Beach,20W,2012-08-20,80,None,"{""coordinates"": [[-79.45564, 43.637165]], ""type"": ""MultiPoint""}"
15394,2,Sunnyside Beach,21W,2012-08-20,10,None,"{""coordinates"": [[-79.45753, 43.63711]], ""type"": ""MultiPoint""}"
15395,2,Sunnyside Beach,22W,2012-08-20,140,None,"{""coordinates"": [[-79.46005, 43.636723]], ""type"": ""MultiPoint""}"
15396,2,Sunnyside Beach,23W,2012-08-20,,None,"{""coordinates"": [[-79.461525, 43.63625]], ""type"": ""MultiPoint""}"
15397,1,Marie Curtis Park East Beach,29W,2012-08-19,50,None,"{""coordinates"": [[-79.539696, 43.58592]], ""type"": ""MultiPoint""}"
15398,1,Marie Curtis Park East Beach,33W,2012-08-19,100,None,"{""coordinates"": [[-79.540886, 43.58486]], ""type"": ""MultiPoint""}"
15399,1,Marie Curtis Park East Beach,32W,2012-08-19,40,None,"{""coordinates"": [[-79.54056, 43.58511]], ""type"": ""MultiPoint""}"
15400,1,Marie Curtis Park East Beach,31W,2012-08-19,10,<10,"{""coordinates"": [[-79.54039, 43.585304]], ""type"": ""MultiPoint""}"
15401,1,Marie Curtis Park East Beach,30W,2012-08-19,20,None,"{""coordinates"": [[-79.540054, 43.58561]], ""type"": ""MultiPoint""}"
15402,2,Sunnyside Beach,19W,2012-08-19,30,None,"{""coordinates"": [[-79.45411, 43.63711]], ""type"": ""MultiPoint""}"
15403,2,Sunnyside Beach,17W,2012-08-19,110,None,"{""coordinates"": [[-79.451, 43.63639]], ""type"": ""MultiPoint""}"
15404,2,Sunnyside Beach,18W,2012-08-19,20,None,"{""coordinates"": [[-79.45267, 43.636612]], ""type"": ""MultiPoint""}"
15405,2,Sunnyside Beach,20W,2012-08-19,20,None,"{""coordinates"": [[-79.45564, 43.637165]], ""type"": ""MultiPoint""}"
15406,2,Sunnyside Beach,21W,2012-08-19,70,None,"{""coordinates"": [[-79.45753, 43.63711]], ""type"": ""MultiPoint""}"
15407,2,Sunnyside Beach,22W,2012-08-19,60,None,"{""coordinates"": [[-79.46005, 43.636723]], ""type"": ""MultiPoint""}"
15408,2,Sunnyside Beach,23W,2012-08-19,,None,"{""coordinates"": [[-79.461525, 43.63625]], ""type"": ""MultiPoint""}"
15409,1,Marie Curtis Park East Beach,29W,2012-08-18,10,<10,"{""coordinates"": [[-79.539696, 43.58592]], ""type"": ""MultiPoint""}"
15410,1,Marie Curtis Park East Beach,33W,2012-08-18,70,None,"{""coordinates"": [[-79.540886, 43.58486]], ""type"": ""MultiPoint""}"
15411,1,Marie Curtis Park East Beach,32W,2012-08-18,160,None,"{""coordinates"": [[-79.54056, 43.58511]], ""type"": ""MultiPoint""}"
15412,1,Marie Curtis Park East Beach,31W,2012-08-18,60,None,"{""coordinates"": [[-79.54039, 43.585304]], ""type"": ""MultiPoint""}"
15413,1,Marie Curtis Park East Beach,30W,2012-08-18,10,None,"{""coordinates"": [[-79.540054, 43.58561]], ""type"": ""MultiPoint""}"
15414,2,Sunnyside Beach,19W,2012-08-18,30,None,"{""coordinates"": [[-79.45411, 43.63711]], ""type"": ""MultiPoint""}"
15415,2,Sunnyside Beach,17W,2012-08-18,440,None,"{""coordinates"": [[-79.451, 43.63639]], ""type"": ""MultiPoint""}"
15416,2,Sunnyside Beach,18W,2012-08-18,40,None,"{""coordinates"": [[-79.45267, 43.636612]], ""type"": ""MultiPoint""}"
15417,2,Sunnyside Beach,20W,2012-08-18,40,None,"{""coordinates"": [[-79.45564, 43.637165]], ""type"": ""MultiPoint""}"
15418,2,Sunnyside Beach,21W,2012-08-18,10,<10,"{""coordinates"": [[-79.45753, 43.63711]], ""type"": ""MultiPoint""}"
15419,2,Sunnyside Beach,22W,2012-08-18,20,None,"{""coordinates"": [[-79.46005, 43.636723]], ""type"": ""MultiPoint""}"
15420,2,Sunnyside Beach,23W,2012-08-18,,None,"{""coordinates"": [[-79.461525, 43.63625]], ""type"": ""MultiPoint""}"
15421,1,Marie Curtis Park East Beach,29W,2012-08-17,260,None,"{""coordinates"": [[-79.539696, 43.58592]], ""type"": ""MultiPoint""}"
15422,1,Marie Curtis Park East Beach,33W,2012-08-17,530,None,"{""coordinates"": [[-79.540886, 43.58486]], ""type"": ""MultiPoint""}"
15423,1,Marie Curtis Park East Beach,32W,2012-08-17,400,None,"{""coordinates"": [[-79.54056, 43.58511]], ""type"": ""MultiPoint""}"
15424,1,Marie Curtis Park East Beach,31W,2012-08-17,390,None,"{""coordinates"": [[-79.54039, 43.585304]], ""type"": ""MultiPoint""}"
15425,1,Marie Curtis Park East Beach,30W,2012-08-17,290,None,"{""coordinates"": [[-79.540054, 43.58561]], ""type"": ""MultiPoint""}"
15426,2,Sunnyside Beach,19W,2012-08-17,20,None,"{""coordinates"": [[-79.45411, 43.63711]], ""type"": ""MultiPoint""}"
15427,2,Sunnyside Beach,17W,2012-08-17,140,None,"{""coordinates"": [[-79.451, 43.63639]], ""type"": ""MultiPoint""}"
15428,2,Sunnyside Beach,18W,2012-08-17,130,None,"{""coordinates"": [[-79.45267, 43.636612]], ""type"": ""MultiPoint""}"
15429,2,Sunnyside Beach,20W,2012-08-17,50,None,"{""coordinates"": [[-79.45564, 43.637165]], ""type"": ""MultiPoint""}"
15430,2,Sunnyside Beach,21W,2012-08-17,60,None,"{""coordinates"": [[-79.45753, 43.63711]], ""type"": ""MultiPoint""}"
15431,2,Sunnyside Beach,22W,2012-08-17,70,None,"{""coordinates"": [[-79.46005, 43.636723]], ""type"": ""MultiPoint""}"
15432,2,Sunnyside Beach,23W,2012-08-17,,None,"{""coordinates"": [[-79.461525, 43.63625]], ""type"": ""MultiPoint""}"
15433,1,Marie Curtis Park East Beach,29W,2012-08-16,70,None,"{""coordinates"": [[-79.539696, 43.58592]], ""type"": ""MultiPoint""}"
15434,1,Marie Curtis Park East Beach,33W,2012-08-16,60,None,"{""coordinates"": [[-79.540886, 43.58486]], ""type"": ""MultiPoint""}"
15435,1,Marie Curtis Park East Beach,32W,2012-08-16,40,None,"{""coordinates"": [[-79.54056, 43.58511]], ""type"": ""MultiPoint""}"
15436,1,Marie Curtis Park East Beach,31W,2012-08-16,50,None,"{""coordinates"": [[-79.54039, 43.585304]], ""type"": ""MultiPoint""}"
15437,1,Marie Curtis Park East Beach,30W,2012-08-16,120,None,"{""coordinates"": [[-79.540054, 43.58561]], ""type"": ""MultiPoint""}"
15438,2,Sunnyside Beach,19W,2012-08-16,30,None,"{""coordinates"": [[-79.45411, 43.63711]], ""type"": ""MultiPoint""}"
15439,2,Sunnyside Beach,17W,2012-08-16,110,None,"{""coordinates"": [[-79.451, 43.63639]], ""type"": ""MultiPoint""}"
15440,2,Sunnyside Beach,18W,2012-08-16,10,<,"{""coordinates"": [[-79.45267, 43.636612]], ""type"": ""MultiPoint""}"
15441,2,Sunnyside Beach,20W,2012-08-16,110,None,"{""coordinates"": [[-79.45564, 43.637165]], ""type"": ""MultiPoint""}"
15442,2,Sunnyside Beach,21W,2012-08-16,20,None,"{""coordinates"": [[-79.45753, 43.63711]], ""type"": ""MultiPoint""}"
15443,2,Sunnyside Beach,22W,2012-08-16,60,None,"{""coordinates"": [[-79.46005, 43.636723]], ""type"": ""MultiPoint""}"
15444,2,Sunnyside Beach,23W,2012-08-16,,None,"{""coordinates"": [[-79.461525, 43.63625]], ""type"": ""MultiPoint""}"
15445,1,Marie Curtis Park East Beach,29W,2012-08-15,200,None,"{""coordinates"": [[-79.539696, 43.58592]], ""type"": ""MultiPoint""}"
15446,1,Marie Curtis Park East Beach,33W,2012-08-15,40,None,"{""coordinates"": [[-79.540886, 43.58486]], ""type"": ""MultiPoint""}"
15447,1,Marie Curtis Park East Beach,32W,2012-08-15,520,None,"{""coordinates"": [[-79.54056, 43.58511]], ""type"": ""MultiPoint""}"
15448,1,Marie Curtis Park East Beach,31W,2012-08-15,580,None,"{""coordinates"": [[-79.54039, 43.585304]], ""type"": ""MultiPoint""}"
15449,1,Marie Curtis Park East Beach,30W,2012-08-15,420,None,"{""coordinates"": [[-79.540054, 43.58561]], ""type"": ""MultiPoint""}"
15450,2,Sunnyside Beach,19W,2012-08-15,170,None,"{""coordinates"": [[-79.45411, 43.63711]], ""type"": ""MultiPoint""}"
15451,2,Sunnyside Beach,17W,2012-08-15,110,None,"{""coordinates"": [[-79.451, 43.63639]], ""type"": ""MultiPoint""}"
15452,2,Sunnyside Beach,18W,2012-08-15,30,None,"{""coordinates"": [[-79.45267, 43.636612]], ""type"": ""MultiPoint""}"
15453,2,Sunnyside Beach,20W,2012-08-15,180,None,"{""coordinates"": [[-79.45564, 43.637165]], ""type"": ""MultiPoint""}"
15454,2,Sunnyside Beach,21W,2012-08-15,180,None,"{""coordinates"": [[-79.45753, 43.63711]], ""type"": ""MultiPoint""}"
15455,2,Sunnyside Beach,22W,2012-08-15,50,None,"{""coordinates"": [[-79.46005, 43.636723]], ""type"": ""MultiPoint""}"
15456,2,Sunnyside Beach,23W,2012-08-15,,None,"{""coordinates"": [[-79.461525, 43.63625]], ""type"": ""MultiPoint""}"
15457,1,Marie Curtis Park East Beach,29W,2012-08-14,20,None,"{""coordinates"": [[-79.539696, 43.58592]], ""type"": ""MultiPoint""}"
15458,1,Marie Curtis Park East Beach,33W,2012-08-14,90,None,"{""coordinates"": [[-79.540886, 43.58486]], ""type"": ""MultiPoint""}"
15459,1,Marie Curtis Park East Beach,32W,2012-08-14,200,None,"{""coordinates"": [[-79.54056, 43.58511]], ""type"": ""MultiPoint""}"
15460,1,Marie Curtis Park East Beach,31W,2012-08-14,60,None,"{""coordinates"": [[-79.54039, 43.585304]], ""type"": ""MultiPoint""}"
15461,1,Marie Curtis Park East Beach,30W,2012-08-14,70,None,"{""coordinates"": [[-79.540054, 43.58561]], ""type"": ""MultiPoint""}"
15462,2,Sunnyside Beach,19W,2012-08-14,60,None,"{""coordinates"": [[-79.45411, 43.63711]], ""type"": ""MultiPoint""}"
15463,2,Sunnyside Beach,17W,2012-08-14,20,None,"{""coordinates"": [[-79.451, 43.63639]], ""type"": ""MultiPoint""}"
15464,2,Sunnyside Beach,18W,2012-08-14,40,None,"{""coordinates"": [[-79.45267, 43.636612]], ""type"": ""MultiPoint""}"
15465,2,Sunnyside Beach,20W,2012-08-14,20,None,"{""coordinates"": [[-79.45564, 43.637165]], ""type"": ""MultiPoint""}"
15466,2,Sunnyside Beach,21W,2012-08-14,230,None,"{""coordinates"": [[-79.45753, 43.63711]], ""type"": ""MultiPoint""}"
15467,2,Sunnyside Beach,22W,2012-08-14,130,None,"{""coordinates"": [[-79.46005, 43.636723]], ""type"": ""MultiPoint""}"
15468,2,Sunnyside Beach,23W,2012-08-14,,None,"{""coordinates"": [[-79.461525, 43.63625]], ""type"": ""MultiPoint""}"
15469,1,Marie Curtis Park East Beach,29W,2012-08-13,10,<,"{""coordinates"": [[-79.539696, 43.58592]], ""type"": ""MultiPoint""}"
15470,1,Marie Curtis Park East Beach,33W,2012-08-13,10,None,"{""coordinates"": [[-79.540886, 43.58486]], ""type"": ""MultiPoint""}"
15471,1,Marie Curtis Park East Beach,32W,2012-08-13,40,None,"{""coordinates"": [[-79.54056, 43.58511]], ""type"": ""MultiPoint""}"
15472,1,Marie Curtis Park East Beach,31W,2012-08-13,30,None,"{""coordinates"": [[-79.54039, 43.585304]], ""type"": ""MultiPoint""}"
15473,1,Marie Curtis Park East Beach,30W,2012-08-13,10,None,"{""coordinates"": [[-79.540054, 43.58561]], ""type"": ""MultiPoint""}"
15474,2,Sunnyside Beach,19W,2012-08-13,160,None,"{""coordinates"": [[-79.45411, 43.63711]], ""type"": ""MultiPoint""}"
15475,2,Sunnyside Beach,17W,2012-08-13,110,None,"{""coordinates"": [[-79.451, 43.63639]], ""type"": ""MultiPoint""}"
15476,2,Sunnyside Beach,18W,2012-08-13,90,None,"{""coordinates"": [[-79.45267, 43.636612]], ""type"": ""MultiPoint""}"
15477,2,Sunnyside Beach,20W,2012-08-13,130,None,"{""coordinates"": [[-79.45564, 43.637165]], ""type"": ""MultiPoint""}"
15478,2,Sunnyside Beach,21W,2012-08-13,120,None,"{""coordinates"": [[-79.45753, 43.63711]], ""type"": ""MultiPoint""}"
15479,2,Sunnyside Beach,22W,2012-08-13,140,None,"{""coordinates"": [[-79.46005, 43.636723]], ""type"": ""MultiPoint""}"
15480,2,Sunnyside Beach,23W,2012-08-13,,None,"{""coordinates"": [[-79.461525, 43.63625]], ""type"": ""MultiPoint""}"
15481,1,Marie Curtis Park East Beach,29W,2012-08-12,1660,None,"{""coordinates"": [[-79.539696, 43.58592]], ""type"": ""MultiPoint""}"
15482,1,Marie Curtis Park East Beach,33W,2012-08-12,820,None,"{""coordinates"": [[-79.540886, 43.58486]], ""type"": ""MultiPoint""}"
15483,1,Marie Curtis Park East Beach,32W,2012-08-12,1400,None,"{""coordinates"": [[-79.54056, 43.58511]], ""type"": ""MultiPoint""}"
15484,1,Marie Curtis Park East Beach,31W,2012-08-12,1450,None,"{""coordinates"": [[-79.54039, 43.585304]], ""type"": ""MultiPoint""}"
15485,1,Marie Curtis Park East Beach,30W,2012-08-12,1700,None,"{""coordinates"": [[-79.540054, 43.58561]], ""type"": ""MultiPoint""}"
15486,2,Sunnyside Beach,19W,2012-08-12,90,None,"{""coordinates"": [[-79.45411, 43.63711]], ""type"": ""MultiPoint""}"
15487,2,Sunnyside Beach,17W,2012-08-12,280,None,"{""coordinates"": [[-79.451, 43.63639]], ""type"": ""MultiPoint""}"
15488,2,Sunnyside Beach,18W,2012-08-12,300,None,"{""coordinates"": [[-79.45267, 43.636612]], ""type"": ""MultiPoint""}"
15489,2,Sunnyside Beach,20W,2012-08-12,220,None,"{""coordinates"": [[-79.45564, 43.637165]], ""type"": ""MultiPoint""}"
15490,2,Sunnyside Beach,21W,2012-08-12,160,None,"{""coordinates"": [[-79.45753, 43.63711]], ""type"": ""MultiPoint""}"
15491,2,Sunnyside Beach,22W,2012-08-12,180,None,"{""coordinates"": [[-79.46005, 43.636723]], ""type"": ""MultiPoint""}"
15492,2,Sunnyside Beach,23W,2012-08-12,,None,"{""coordinates"": [[-79.461525, 43.63625]], ""type"": ""MultiPoint""}"
15493,1,Marie Curtis Park East Beach,29W,2012-08-11,10,<10,"{""coordinates"": [[-79.539696, 43.58592]], ""type"": ""MultiPoint""}"
15494,1,Marie Curtis Park East Beach,33W,2012-08-11,450,None,"{""coordinates"": [[-79.540886, 43.58486]], ""type"": ""MultiPoint""}"
15495,1,Marie Curtis Park East Beach,32W,2012-08-11,290,None,"{""coordinates"": [[-79.54056, 43.58511]], ""type"": ""MultiPoint""}"
15496,1,Marie Curtis Park East Beach,31W,2012-08-11,420,None,"{""coordinates"": [[-79.54039, 43.585304]], ""type"": ""MultiPoint""}"
15497,1,Marie Curtis Park East Beach,30W,2012-08-11,10,<10,"{""coordinates"": [[-79.540054, 43.58561]], ""type"": ""MultiPoint""}"
15498,2,Sunnyside Beach,19W,2012-08-11,40,None,"{""coordinates"": [[-79.45411, 43.63711]], ""type"": ""MultiPoint""}"
15499,2,Sunnyside Beach,17W,2012-08-11,50,None,"{""coordinates"": [[-79.451, 43.63639]], ""type"": ""MultiPoint""}"
15500,2,Sunnyside Beach,18W,2012-08-11,70,None,"{""coordinates"": [[-79.45267, 43.636612]], ""type"": ""MultiPoint""}"
15501,2,Sunnyside Beach,20W,2012-08-11,70,None,"{""coordinates"": [[-79.45564, 43.637165]], ""type"": ""MultiPoint""}"
15502,2,Sunnyside Beach,21W,2012-08-11,220,None,"{""coordinates"": [[-79.45753, 43.63711]], ""type"": ""MultiPoint""}"
15503,2,Sunnyside Beach,22W,2012-08-11,310,None,"{""coordinates"": [[-79.46005, 43.636723]], ""type"": ""MultiPoint""}"
15504,2,Sunnyside Beach,23W,2012-08-11,,None,"{""coordinates"": [[-79.461525, 43.63625]], ""type"": ""MultiPoint""}"
15505,1,Marie Curtis Park East Beach,29W,2012-08-10,60,None,"{""coordinates"": [[-79.539696, 43.58592]], ""type"": ""MultiPoint""}"
15506,1,Marie Curtis Park East Beach,33W,2012-08-10,60,None,"{""coordinates"": [[-79.540886, 43.58486]], ""type"": ""MultiPoint""}"
15507,1,Marie Curtis Park East Beach,32W,2012-08-10,80,None,"{""coordinates"": [[-79.54056, 43.58511]], ""type"": ""MultiPoint""}"
15508,1,Marie Curtis Park East Beach,31W,2012-08-10,90,None,"{""coordinates"": [[-79.54039, 43.585304]], ""type"": ""MultiPoint""}"
15509,1,Marie Curtis Park East Beach,30W,2012-08-10,60,None,"{""coordinates"": [[-79.540054, 43.58561]], ""type"": ""MultiPoint""}"
15510,2,Sunnyside Beach,19W,2012-08-10,110,None,"{""coordinates"": [[-79.45411, 43.63711]], ""type"": ""MultiPoint""}"
15511,2,Sunnyside Beach,17W,2012-08-10,620,None,"{""coordinates"": [[-79.451, 43.63639]], ""type"": ""MultiPoint""}"
15512,2,Sunnyside Beach,18W,2012-08-10,40,None,"{""coordinates"": [[-79.45267, 43.636612]], ""type"": ""MultiPoint""}"
15513,2,Sunnyside Beach,20W,2012-08-10,120,None,"{""coordinates"": [[-79.45564, 43.637165]], ""type"": ""MultiPoint""}"
15514,2,Sunnyside Beach,21W,2012-08-10,1500,est,"{""coordinates"": [[-79.45753, 43.63711]], ""type"": ""MultiPoint""}"
15515,2,Sunnyside Beach,22W,2012-08-10,110,None,"{""coordinates"": [[-79.46005, 43.636723]], ""type"": ""MultiPoint""}"
15516,2,Sunnyside Beach,23W,2012-08-10,,None,"{""coordinates"": [[-79.461525, 43.63625]], ""type"": ""MultiPoint""}"
15517,1,Marie Curtis Park East Beach,29W,2012-08-09,100,None,"{""coordinates"": [[-79.539696, 43.58592]], ""type"": ""MultiPoint""}"
15518,1,Marie Curtis Park East Beach,33W,2012-08-09,10,None,"{""coordinates"": [[-79.540886, 43.58486]], ""type"": ""MultiPoint""}"
15519,1,Marie Curtis Park East Beach,32W,2012-08-09,20,None,"{""coordinates"": [[-79.54056, 43.58511]], ""type"": ""MultiPoint""}"
15520,1,Marie Curtis Park East Beach,31W,2012-08-09,10,None,"{""coordinates"": [[-79.54039, 43.585304]], ""type"": ""MultiPoint""}"
15521,1,Marie Curtis Park East Beach,30W,2012-08-09,370,None,"{""coordinates"": [[-79.540054, 43.58561]], ""type"": ""MultiPoint""}"
15522,2,Sunnyside Beach,19W,2012-08-09,80,None,"{""coordinates"": [[-79.45411, 43.63711]], ""type"": ""MultiPoint""}"
